date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
11:03:58	17699/17699	---M--	200	added ('OK')	image/jpeg	etag:%2265a0097-4523-54e00b4fd02c0%22	http://recordatirarediseases.com.mx/img/carbaglu.jpg	C:/My%20Web%20Sites/Recordati%20pagin/recordatirarediseases.com.mx/img/carbaglu.jpg	(from http://recordatirarediseases.com.mx/)
11:03:58	15305/15305	---M--	200	added ('OK')	image/jpeg	etag:%2265a009f-3bc9-54e00b7131180%22	http://recordatirarediseases.com.mx/img/cystadane.jpg	C:/My%20Web%20Sites/Recordati%20pagin/recordatirarediseases.com.mx/img/cystadane.jpg	(from http://recordatirarediseases.com.mx/)
11:04:00	17656/17656	---M--	200	added ('OK')	image/jpeg	etag:%2265a009d-44f8-54e00b8ec1740%22	http://recordatirarediseases.com.mx/img/cosmegen.jpg	C:/My%20Web%20Sites/Recordati%20pagin/recordatirarediseases.com.mx/img/cosmegen.jpg	(from http://recordatirarediseases.com.mx/)
11:04:02	26110/26110	---M--	200	added ('OK')	image/jpeg	etag:%2265a00a1-65fe-54e00ba0e0200%22	http://recordatirarediseases.com.mx/img/cystagon.jpg	C:/My%20Web%20Sites/Recordati%20pagin/recordatirarediseases.com.mx/img/cystagon.jpg	(from http://recordatirarediseases.com.mx/)
11:04:02	24511/24511	---M--	200	added ('OK')	image/jpeg	etag:%2265a00b7-5fbf-54e00bb116840%22	http://recordatirarediseases.com.mx/img/pedea.jpg	C:/My%20Web%20Sites/Recordati%20pagin/recordatirarediseases.com.mx/img/pedea.jpg	(from http://recordatirarediseases.com.mx/)
11:04:03	15205/15205	---M-Z	200	added ('OK')	text/html	etag:%2265a0078-3b65-555f007e6b037-gzip%22	http://recordatirarediseases.com.mx/politica_de_privacida.html	C:/My%20Web%20Sites/Recordati%20pagin/recordatirarediseases.com.mx/politica_de_privacida.html	(from http://recordatirarediseases.com.mx/)
11:04:03	15756/15756	---M-Z	200	added ('OK')	text/html	etag:%2265a007c-3d8c-555f008c4a54a-gzip%22	http://recordatirarediseases.com.mx/terminos_de_uso.html	C:/My%20Web%20Sites/Recordati%20pagin/recordatirarediseases.com.mx/terminos_de_uso.html	(from http://recordatirarediseases.com.mx/)
11:04:06	37218/37218	---M--	200	added ('OK')	image/png	etag:%2265a00ad-9162-54d7392060880%22	http://recordatirarediseases.com.mx/img/logo_footer.png	C:/My%20Web%20Sites/Recordati%20pagin/recordatirarediseases.com.mx/img/logo_footer.png	(from http://recordatirarediseases.com.mx/)
11:04:06	733/733	---M--	200	added ('OK')	application/javascript	etag:%2265a00c5-2dd-54e8ce8856ec0%22	http://recordatirarediseases.com.mx/js/scripts.js	C:/My%20Web%20Sites/Recordati%20pagin/recordatirarediseases.com.mx/js/scripts.js	(from http://recordatirarediseases.com.mx/)
11:04:06	1699/1699	---M-Z	404	error ('Not%20Found')	text/html	date:Tue,%2027%20Aug%202019%2016:09:35%20GMT	http://recordatirarediseases.com.mx/fonts/roboto/Roboto-Thin.woff2	C:/My%20Web%20Sites/Recordati%20pagin/recordatirarediseases.com.mx/fonts/roboto/Roboto-Thin.woff2	(from http://recordatirarediseases.com.mx/css/materialize.min.css)
11:04:07	1699/1699	---M-Z	404	error ('Not%20Found')	text/html	date:Tue,%2027%20Aug%202019%2016:09:35%20GMT	http://recordatirarediseases.com.mx/fonts/roboto/Roboto-Thin.woff	C:/My%20Web%20Sites/Recordati%20pagin/recordatirarediseases.com.mx/fonts/roboto/Roboto-Thin.woff	(from http://recordatirarediseases.com.mx/css/materialize.min.css)
11:04:07	81294/81294	---M--	200	added ('OK')	image/jpeg	etag:%2265a00b3-13d8e-54dfeff5efb40%22	http://recordatirarediseases.com.mx/img/manos.jpg	C:/My%20Web%20Sites/Recordati%20pagin/recordatirarediseases.com.mx/img/manos.jpg	(from http://recordatirarediseases.com.mx/)
11:04:07	1699/1699	---M-Z	404	error ('Not%20Found')	text/html	date:Tue,%2027%20Aug%202019%2016:09:36%20GMT	http://recordatirarediseases.com.mx/fonts/roboto/Roboto-Light.woff2	C:/My%20Web%20Sites/Recordati%20pagin/recordatirarediseases.com.mx/fonts/roboto/Roboto-Light.woff2	(from http://recordatirarediseases.com.mx/css/materialize.min.css)
11:04:07	1699/1699	---M-Z	404	error ('Not%20Found')	text/html	date:Tue,%2027%20Aug%202019%2016:09:36%20GMT	http://recordatirarediseases.com.mx/fonts/roboto/Roboto-Light.woff	C:/My%20Web%20Sites/Recordati%20pagin/recordatirarediseases.com.mx/fonts/roboto/Roboto-Light.woff	(from http://recordatirarediseases.com.mx/css/materialize.min.css)
11:04:07	1699/1699	---M-Z	404	error ('Not%20Found')	text/html	date:Tue,%2027%20Aug%202019%2016:09:36%20GMT	http://recordatirarediseases.com.mx/fonts/roboto/Roboto-Regular.woff2	C:/My%20Web%20Sites/Recordati%20pagin/recordatirarediseases.com.mx/fonts/roboto/Roboto-Regular.woff2	(from http://recordatirarediseases.com.mx/css/materialize.min.css)
11:04:08	84245/84245	---M-Z	200	added ('OK')	application/javascript	etag:W/%2254499a48-14915%22	https://code.jquery.com/jquery-2.1.1.min.js	C:/My%20Web%20Sites/Recordati%20pagin/code.jquery.com/jquery-2.1.1.min.js	(from http://recordatirarediseases.com.mx/)
11:04:08	1699/1699	---M-Z	404	error ('Not%20Found')	text/html	date:Tue,%2027%20Aug%202019%2016:09:36%20GMT	http://recordatirarediseases.com.mx/fonts/roboto/Roboto-Regular.woff	C:/My%20Web%20Sites/Recordati%20pagin/recordatirarediseases.com.mx/fonts/roboto/Roboto-Regular.woff	(from http://recordatirarediseases.com.mx/css/materialize.min.css)
11:04:08	1699/1699	---M-Z	404	error ('Not%20Found')	text/html	date:Tue,%2027%20Aug%202019%2016:09:37%20GMT	http://recordatirarediseases.com.mx/fonts/roboto/Roboto-Medium.woff2	C:/My%20Web%20Sites/Recordati%20pagin/recordatirarediseases.com.mx/fonts/roboto/Roboto-Medium.woff2	(from http://recordatirarediseases.com.mx/css/materialize.min.css)
11:04:08	1699/1699	---M-Z	404	error ('Not%20Found')	text/html	date:Tue,%2027%20Aug%202019%2016:09:37%20GMT	http://recordatirarediseases.com.mx/fonts/roboto/Roboto-Medium.woff	C:/My%20Web%20Sites/Recordati%20pagin/recordatirarediseases.com.mx/fonts/roboto/Roboto-Medium.woff	(from http://recordatirarediseases.com.mx/css/materialize.min.css)
11:04:08	1699/1699	---M-Z	404	error ('Not%20Found')	text/html	date:Tue,%2027%20Aug%202019%2016:09:37%20GMT	http://recordatirarediseases.com.mx/fonts/roboto/Roboto-Bold.woff2	C:/My%20Web%20Sites/Recordati%20pagin/recordatirarediseases.com.mx/fonts/roboto/Roboto-Bold.woff2	(from http://recordatirarediseases.com.mx/css/materialize.min.css)
11:04:09	1699/1699	---M-Z	404	error ('Not%20Found')	text/html	date:Tue,%2027%20Aug%202019%2016:09:37%20GMT	http://recordatirarediseases.com.mx/fonts/roboto/Roboto-Bold.woff	C:/My%20Web%20Sites/Recordati%20pagin/recordatirarediseases.com.mx/fonts/roboto/Roboto-Bold.woff	(from http://recordatirarediseases.com.mx/css/materialize.min.css)
11:04:15	29916/29916	---M--	200	added ('OK')	font/otf	etag:%2265a0087-74dc-50a92861b6ac0%22	http://recordatirarediseases.com.mx/font/Frutiger_45_Bold.otf	C:/My%20Web%20Sites/Recordati%20pagin/recordatirarediseases.com.mx/font/Frutiger_45_Bold.otf	(from http://recordatirarediseases.com.mx/css/main.css)
11:04:21	37620/37620	---M--	200	added ('OK')	font/otf	etag:%2265a008a-92f4-4cd3834a60200%22	http://recordatirarediseases.com.mx/font/mathilde.otf	C:/My%20Web%20Sites/Recordati%20pagin/recordatirarediseases.com.mx/font/mathilde.otf	(from http://recordatirarediseases.com.mx/css/main.css)
11:04:22	77824/77824	---M--	200	added ('OK')	font/ttf	etag:%2265a0089-13000-5098bc80db940%22	http://recordatirarediseases.com.mx/font/Frutiger_LT_55_Roman.ttf	C:/My%20Web%20Sites/Recordati%20pagin/recordatirarediseases.com.mx/font/Frutiger_LT_55_Roman.ttf	(from http://recordatirarediseases.com.mx/css/main.css)
11:04:23	89772/89772	---M--	200	added ('OK')	font/ttf	etag:%2265a0088-15eac-5098bd0e00640%22	http://recordatirarediseases.com.mx/font/Frutiger_LT_45_Light.ttf	C:/My%20Web%20Sites/Recordati%20pagin/recordatirarediseases.com.mx/font/Frutiger_LT_45_Light.ttf	(from http://recordatirarediseases.com.mx/css/main.css)
11:04:23	148768/148768	---M--	200	added ('OK')	application/javascript	etag:%2265a00c2-24520-54d2ec88be900%22	http://recordatirarediseases.com.mx/js/materialize.min.js	C:/My%20Web%20Sites/Recordati%20pagin/recordatirarediseases.com.mx/js/materialize.min.js	(from http://recordatirarediseases.com.mx/)
11:04:24	7455/7455	---M--	200	added ('OK')	image/png	etag:%2265a00bb-1d1f-54e2924b4af00%22	http://recordatirarediseases.com.mx/img/r.png	C:/My%20Web%20Sites/Recordati%20pagin/recordatirarediseases.com.mx/img/r.png	(from http://recordatirarediseases.com.mx/css/main.css)
11:04:25	15956/15956	---M--	200	added ('OK')	image/png	etag:%2265a00ab-3e54-54d88ad8ad080%22	http://recordatirarediseases.com.mx/img/icon_menu.png	C:/My%20Web%20Sites/Recordati%20pagin/recordatirarediseases.com.mx/img/icon_menu.png	(from http://recordatirarediseases.com.mx/css/main.css)
11:04:29	37445/37445	---M--	200	added ('OK')	image/jpeg	etag:%2265a00b9-9245-54e2c7b41f140%22	http://recordatirarediseases.com.mx/img/presidente.jpg	C:/My%20Web%20Sites/Recordati%20pagin/recordatirarediseases.com.mx/img/presidente.jpg	(from http://recordatirarediseases.com.mx/css/main.css)
11:04:31	36085/36085	---M--	200	added ('OK')	image/jpeg	etag:%2265a00a3-8cf5-54e2c7fab17c0%22	http://recordatirarediseases.com.mx/img/director_ejecutivo.jpg	C:/My%20Web%20Sites/Recordati%20pagin/recordatirarediseases.com.mx/img/director_ejecutivo.jpg	(from http://recordatirarediseases.com.mx/css/main.css)
11:04:31	43196/43196	---M--	200	added ('OK')	image/jpeg	etag:%2265a00bf-a8bc-54e2c7e0f1b00%22	http://recordatirarediseases.com.mx/img/vicepresidente.jpg	C:/My%20Web%20Sites/Recordati%20pagin/recordatirarediseases.com.mx/img/vicepresidente.jpg	(from http://recordatirarediseases.com.mx/css/main.css)
11:04:31	1596/1596	---M--	200	added ('OK')	image/png	etag:%2265a0099-63c-54e3b38f26540%22	http://recordatirarediseases.com.mx/img/cerrar_modal.png	C:/My%20Web%20Sites/Recordati%20pagin/recordatirarediseases.com.mx/img/cerrar_modal.png	(from http://recordatirarediseases.com.mx/css/main.css)
11:04:35	37337/37337	---M--	200	added ('OK')	image/jpeg	etag:%2265a00b5-91d9-54e2c8310d800%22	http://recordatirarediseases.com.mx/img/orphan_drugs.jpg	C:/My%20Web%20Sites/Recordati%20pagin/recordatirarediseases.com.mx/img/orphan_drugs.jpg	(from http://recordatirarediseases.com.mx/css/main.css)
11:04:38	38037/38037	---M--	200	added ('OK')	image/png	etag:%2265a00b1-9495-54e27e9d08040%22	http://recordatirarediseases.com.mx/img/logo_recordati_2.png	C:/My%20Web%20Sites/Recordati%20pagin/recordatirarediseases.com.mx/img/logo_recordati_2.png	(from http://recordatirarediseases.com.mx/grupo.html)
11:04:54	98920/98920	---M--	200	added ('OK')	image/jpeg	etag:%2265a00bd-18268-54e3bfb050340%22	http://recordatirarediseases.com.mx/img/recordati_mexico_responsive.jpg	C:/My%20Web%20Sites/Recordati%20pagin/recordatirarediseases.com.mx/img/recordati_mexico_responsive.jpg	(from http://recordatirarediseases.com.mx/recordati_mexico.html)
11:04:55	219023/219023	---M--	200	added ('OK')	image/jpeg	etag:%2265a00a9-3578f-54d7482c44840%22	http://recordatirarediseases.com.mx/img/home_responsive.jpg	C:/My%20Web%20Sites/Recordati%20pagin/recordatirarediseases.com.mx/img/home_responsive.jpg	(from http://recordatirarediseases.com.mx/css/main.css)
11:05:05	53319/53319	---M--	200	added ('OK')	image/jpeg	etag:%2265a009b-d047-54e8e8a598b40%22	http://recordatirarediseases.com.mx/img/contacto_responsive.jpg	C:/My%20Web%20Sites/Recordati%20pagin/recordatirarediseases.com.mx/img/contacto_responsive.jpg	(from http://recordatirarediseases.com.mx/contacto.html)
11:05:11	233540/233540	---M--	200	added ('OK')	image/jpeg	etag:%2265a00a7-39044-54e2c2cefe4c0%22	http://recordatirarediseases.com.mx/img/grupo_responsive.jpg	C:/My%20Web%20Sites/Recordati%20pagin/recordatirarediseases.com.mx/img/grupo_responsive.jpg	(from http://recordatirarediseases.com.mx/grupo.html)
11:05:11	262553/262553	---M--	200	added ('OK')	image/png	etag:%2265a0093-40199-54e3d459641c0%22	http://recordatirarediseases.com.mx/img/back_legales.png	C:/My%20Web%20Sites/Recordati%20pagin/recordatirarediseases.com.mx/img/back_legales.png	(from http://recordatirarediseases.com.mx/css/main.css)
11:05:12	143295/143295	---M--	200	added ('OK')	image/jpeg	etag:%2265a0090-22fbf-54e2a07341500%22	http://recordatirarediseases.com.mx/img/acerca_de_nosotros_responsive.jpg	C:/My%20Web%20Sites/Recordati%20pagin/recordatirarediseases.com.mx/img/acerca_de_nosotros_responsive.jpg	(from http://recordatirarediseases.com.mx/acerca_de_nosotros.html)
